title,real
Trouble In Paradise? George & Amal Clooney Sleeping In Separate Bedrooms,0
"Cindy Crawford Says Daughter Kaia Gerber ''Loves Kendall Jenner,'' Talks 14-Year-Old's Modeling Future: Watch",0
What has Lady Gaga done to her face? Plastic surgeon dishes dirt on shock transformation,0
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,0
Golden Globes Women Speak Out In Unity About Sexual Harassment,0
Kim Kardashian Having Plastic Surgery To Cure Cankles?,0
Angelina Jolie & Jared Leto Dating After Brad Pitt Divorce — Report,0
Is Meghan Markle Already Pregnant? The Evidence Speaks for Itself,0
Are Nicole Kidman and Keith Urban headed for divorce?,0
Vanessa Kirby shoots down Tom Cruise marriage rumors,0
Are Prince Harry and Meghan Markle Coming to the U.S.?,0
Nikki Reed Responds to Backlash Over Ian Somerhalder Throwing Out Her Birth Control Pills,0
Fergie and her baby son Axl wear matching bandanas as singer shows off her slender legs in LA,0
Why Princess Diana’s Jewelry Might Start Appearing in Public More,0
Ewan McGregor Scraps UK Talk Show Visit Over Piers Morgan Women’s March Barbs,0
Caitlyn Jenner Reportedly Wants Kim Kardashian’s Surrogate To Carry A Baby For Her,0
Was Kanye involved with Amanda Lepore before Kim K.?,0
Celebrities React: Trump Withdraws Steph Curry White House Invitation,0
Sid Miller,0
"Mila Kunis addresses ‘upsetting’ divorce, pregnancy rumors",0
Brad Pitt and Jennifer Aniston's second wedding joy,0
Everything Jennifer Garner Has Said About Ben Affleck Since Their Split,0
Teresa Giudice Explains Why She'd Rather Not See Husband Joe Every Week in Prison,0
Jennifer Aniston and Adam Sandler Are in Italy on What We Imagine Is the Most Fun Yacht Trip Ever (Video),0
Christina Aguilera Joining ‘American Idol’?: ABC Hoping To Steal Her From ‘The Voice’,0
Caitlyn Jenner joins 'girlfriend' Sophia Hutchins at Kylie's birthday,0
The Real Reason Kendall Jenner Has Stepped Back From The Spotlight,0
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,0
"Jennifer Aniston Is Living Her Life, Dating Two (2) Dudes",0
Jessica Hits Rock Bottom!,0
Marriage Meltdown! Cheryl Hines ‘In Over Head’ With Sex Freak RFK Jr.,0
Beyonce’s rep slams reports that Beyonce’s lips are not all-natural preggo-lips,0
Page 585 – Us Weekly,0
"Caitlyn Jenner 'Wasn't Happy at First' About Kylie Jenner Becoming a Young Mom, Source Says (Exclusive)",0
"Brad Pitt, Girlfriend Neri Oxman ‘Talk on the Phone Several Times a Day’",0
"Debunking the week's tabloid stories: June 8, 2018",0
Britney Spears and Sam Asghari would 'love to have a baby',0
"Catherine, Duchess of Cambridge",0
Paris Jackson is favourite to play Madonna in film biopic,0
A Timeline of Gwen Stefani & Blake Shelton's Relationship,0
A Complete Timeline of Brad Pitt and Jennifer Aniston's Relationship,0
Kim Kardashian shares family Christmas card,0
A Timeline of Gwen Stefani & Blake Shelton's Relationship,0
"Joel Silver Sued for Assistant Death During Jennifer Aniston, Justin Theroux Honeymoon",0
"‘I tried Kim Kardashian’s diet for two weeks, and the results weren’t what I expected’",0
Gwen Stefani Pregnant With Blake Shelton’s Baby? Why Friends Think She’s Got A Secret,0
Princess Eugenie’s ring is double the price of Meghan Markle’s,0
MIT professor Neri Oxman may have moved on from Brad Pitt,0
The End? ‘Party Boy’ Jamie Foxx Blows It With Katie Holmes!,0
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,0
Madonna Considering a Move to Rome (Report),0
Connecting People Through News,0
Meghan Markle and Prince Harry wedding drama FAQ: All the gossip you really want to know,0
Miley Cyrus Has No Plan To Leave The Country In The Era Of Trump,0
Easter 2016: Celebrities share messages on social media,0
"Mila Kunis Talks Pregnancy, Divorce Rumors",0
Liam Payne And Singer Cheryl Cole Split After Over Two Years Together,0
Kim Kardashian Says She’s the “Biggest Taylor Swift Fan” in 2009 Interview (VIDEO),0
Fifty Shades Darker: Dakota Johnson and Jamie Dornan refuse to promote the film?,0
The One with the Rumor,0
Kim Kardashian & Kanye West Divorcing After Surrogate Baby Born? Why $1B Marriage Is Reportedly Over,0
Danny Moder Told Richard Gere To Stay Away From Julia Roberts?,0
Oprah Feuds,0
Sofia Richie,0
"Kourtney Kardashian, Younes Bendjima split after 2 years: report",0
Georgina Chapman on Life After Harvey Weinstein,0
"Robert Pattinson on Ex Kristen Stewart Cheating: ""S--- Happens""",0
Oscars Red Carpet Live Stream 2018 – Watch Academy Awards PreShow Online,0
Caitlyn Jenner Already Set For Second Boob Job,0
Celebrities Slam Donald Trump for Criticizing San Juan Mayor as She Pleads for Help for Her People,0
Selena Gomez Spies On The Weeknd,0
Is Mel B Making a Statement About Her Divorce With Her MTV VMAs Dress?,0
Selena Gomez Did Get Dog To Help Heal After Kidney Transplant  Report,0
"Scarlett Johansson Not Refusing To Dye Hair Red For ‘Avengers’ Sequels, Despite Report",0
"Whether he wanted to or not, John McCain played an outsize role in Trump’s political narrative",0
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,0
Kanye West fans are planning 'Hey Mama Day' in response to Taylor Swift's upcoming album release,0
"A History of Kanye West's, Kardashians’ Feuds With Amber Rose, Blac Chyna",0
'Grey's Anatomy': Making Sense of the Jam-Packed Season 14 Premiere,0
Is Kris Jenner Dating A Nigerian Billionaire?,0
Kylie Jenner Has Finally Been Spotted Out In Public,0
Divorce Gone To The Dogs! Exes Jen & Justin In Canine Custody Fight,0
Justin Theroux Found Post-Its From Brad Pitt During Jen Aniston Marriage,0
Avril Lavigne Is 'Mildly Amused' by Resurfaced Death Hoax,0
DIDDY CREEPING??? Caught On A DATE . . . With A WHITE WOMAN!!!,0
Brad Pitt and Angelina Jolie dismiss reunion reports,0
Daniel Craig Fighting To Save Marriage To Rachel Weisz As He Returns To James Bond,0
Lena Dunham and Jack Antonoff have split up,0
Gigi Hadid and Bella Hadid's Cutest Pictures,0
Report: Jamie Foxx Soon to Marry Katie Holmes,0
Angelina Jolie has her eyes set on British actor Ed Skrein,0
Dry Goods Economist,0
Taylor Swift Reportedly Reacts To Tom Hiddleston’s Golden Globes Win,0
Caitlyn Jenner calls out Ellen DeGeneres in memoir,0
Everything That Happened in Selena and Abel Tesfaye's Dating Relationship,0
10 rules Prince William and Kate Middleton must always follow that other royals don't,0
Celebrity Reaction: Jimmy Kimmel Monologue On Las Vegas Shooting And Guns,0
Rob Kardashian CAUGHT Slapping His Ex In The Face!,0
Is Jennifer Lopez expecting a baby boy with Alex Rodriguez?,0
Scott Disick 'desperate for the Kardashians to accept Sofia Richie',0
Why Fans Are Upset About Kim Kardashian's Comments On Her Own Body,0
Tom Cruise Feels ‘Betrayed’ By Katie Holmes & Jamie Foxx’s Secret Romance,0
"Jim Carrey, Robert De Niro Lead Celebrity Tributes to Jerry Lewis: 'He Didn't Miss a Beat, Or a Punchline'",0
"Sessions: Illegal Leak Against General Mike Flynn Is Being Investigated ""Aggressively""",0
Britney Spears Appears Terrified as Man Crashes Stage During Vegas Residency: 'He's Got a Gun?',0
Robert Pattinson Cools Off With FKA Twigs: Are Things Heating Up With Katy Perry?,0
  Selena Gomez   Justin Bieber NOT Reconnecting Reconnecting Despite Reports,0
Selena Gomez: I've Never Had a Problem With Drinking,0
George Clooney’s Friends Want Him To Run For President: He Would Be ‘Amazing’ With Amal As First Lady,0
Inside Kim Kardashian’s Nasty Split From BFF & Assistant Stephanie Shepherd,0
Amber Heard Talks for First Time About Marriage to Johnny Depp,0
Judge Dismisses DJ David Mueller’s Case Against Taylor Swift,0
"Celebrities' Father's Day messages: Meadow Walker, Denise Richards, Kim Kardashian, more",0
Selena and Justin spend Thanksgiving apart: Trouble in paradise?,0
Christina Aguilera outs ex-boyfriend,0
Katie Holmes & Jamie Foxx Reportedly Getting Married After Years Of Secretly Dating,0
Why Isn't Gwen Stefani Coaching 'The Voice' Season 13? She Could Come Back Before You Know It,0
"Jennifer Aniston wears an arm brace, stuns in black at Gwyneth Paltrow's engagement party",0
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,0
"Vlogmail on Instagram: “Gossip Cop Busted 3,136 Stories In 2017, HollywoodLife Was Worst Offender #celebritynews #celebrityrumors, #fakenews, #gossip, #gossipcop,…”",0
Who would have thought Kylie would be the most successful Kardashian?,0
Lindsay Lohan Offered Role Of Teenager’s Mom Is Fake News,0
Katie Holmes Pushing Jamie Foxx To Go More Public With Their Relationship — Why He’s ‘Hesitant’,0
Kardashians Jealous Of Jennifer Lawrence ’ s Relationship With Kris Jenner ,0
The numbers don't lie... - Occupy Democrats,0
Sarah Jessica Parker and Matthew Broderick Net Worth,0
Gwen Stefani Forced to Skip Vegas Performance After Rupturing Her Eardrum,0
Fans Say Footage Shows Miley Cyrus Has A Baby Bump,0
Caitlyn Jenner takes her plane out for a spin in LA,0
Is Montia Sabbag Pregnant With Kevin Hart’s Baby?,0
Ben Affleck looking for family friendly role,0
Female First Forum,0
Kim Kardashian,0
"Gwyneth Paltrow, Angelina Jolie and Others Say Weinstein Harassed Them",0
Teen Choice Awards 2017 Winners: The Complete List,0
"'Big Little Lies' Season 2 Returns 3 More Cast Members, Adds 3 News Ones",0
"HollywoodLife Caught Lying About Taylor Swift, Selena Gomez And Justin Bieber",0
WATCH: Jennifer Lawrence Interviews Kim Kardashian West Video,0
Kourtney Kardashian Reportedly Pregnant With Baby #4 — Is Ex-BF Younes Bendjima The Dad?,0
"‘Deadpool': Brianna Hildebrand on Negasonic Teenage Warhead, Ryan Reynolds, and More",0
US report: Mary-Kate Olsen pregnant,0
Here's Tom Hiddleston Gushing About Taylor Swift a Month Ago,0
Nicole Kidman Pregnant  Report,0
"Robert Pattinson 2018: Kristen Stewart’s Ex Reportedly Flirting With Kylie Minogue, Bella Hadid And Katy Perry",0
Fans React: U2 Cancels St. Louis Concert Amid Police Protests,0
"Mandy Moore, Milo Ventimiglia NOT Feuding On ‘This Is Us’ Set, Despite Report",0
"What, Exactly, Is Katie Holmes’s Relationship to Tabloids?",0
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,0
"Reese Witherspoon, MGM Bringing The Gang Back For ‘Legally Blonde 3’",0
Stressed Angelina ‘Melting Down’ After Custody War With Brad Explodes!,0
Here’s Why Kendall Jenner Is Not Planning On Becoming A Mom Like Her Sisters Anytime Soon,0
Brad Pitt 'offers apology' to Jennifer Aniston twelve years after marriage split,0
"Truth About Jennifer Garner, Ben Affleck Planning To Renew Wedding Vows",0
North West’s ‘Struggling’ With Her Baby Sister’s Arrival: She’s ‘Acting Out & Seeking Attention’,0
Noel Gallagher slams Harry Styles' solo debut: 'My cat could've written that in 10 minutes',0
Kendall Jenner,0
selena gomez,0
Oscar Pistorius Attempts To Commit Suicide,0
Kristen Stewart and Robert Pattinson spark reconciliation rumors with L.A. sighting,0
Gwen Stefani Top Of 2017  Expecting Twins With Blake Shelton,0
"Scott Disick Writing Kardashian Tell-All To Expose Kim’s Strained Marriage To Kanye West, Kourtney Secrets",0
Biggest George Clooney Rumors,0
Selena Gomez and Justin Bieber Not 'Broken Up' But Working on 'Issues' Source Says (Exclusive),0
Justin Theroux Speaks Out On Brangelina's Divorce,0
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,0
Caitlyn Jenner Reportedly Thinks Kim & Kourtney Kardashian Are ‘Setting A Poor Example For Their Children’,0
Baby number two for Justin Timberlake and Jessica Biel,0
Justin Bieber and Selena Gomez Sweating It Out Together JELENA After Pilates Workout Class,0
Jim Carrey Reveals Truth Behind Robin Williams Feud,0
Kylie Jenner & Travis Scott Are Fighting Over Her Decision To Stay in Hiding While Pregnant,0
"Chris Hemsworth Says He & His Wife ""Didn't See Each Other For Years""",0
"After everything, Ben Affleck wishes he could win Jennifer Garner back, new report says",0
Brad Pitt Upset Over Angelina Jolie’s Rumored Plans To Adopt? — Would He Adopt Again Too?,0
Is Kathy Griffin’s Career Over? Top Crisis Managers Weigh In,0
Fans react:Tiger Woods’ arrested for DUI,0
Real Housewives' Harry Hamlin stands behind wife Lisa Rinna following outburst,0
"After everything, Ben Affleck wishes he could win Jennifer Garner back, new report says",0
Scarlett Johansson and Bobby Flay spotted dining together,0
Justin Bieber Desperate To Become Friends With Chris Pratt?,0
Aaron Carter Worried About Past Gay Lovers Revealing Secrets Is Fake News,0
5 Wrong Rumors About Brad Pitt  Angelina Jolie Divorce,0
Robert Pattinson Talking About Playing Edward Cullen Video,0
Gal Gadot's daughters not impressed with mum's 'Wonder Woman' character,0
Khloé Kardashian and Kylie Jenner May Not Confirm Their Pregnancies Until 2018,0
Sandra Bullock Says She Considered Leaving Hollywood Over Sexism,0
Is Taylor Swift Engaged? Latest Quotes Reveal Joe Alwyn Is 'The One',0
Jennifer Aniston is 'furious' over Selena Gomez and Justin Theroux dating rumors,0
"Irina Shayk Begging Bradley Cooper To Stop Working, Stay Home With Baby?",0
"Miranda Lambert and Blake Shelton had an affair, her ex claims",0
Meg Ryan may walk down the aisle again as 'John Mellencamp is planning to propose',0
Beyonce's Plastic Surgery SECRETS? (Before & After Photos 2018),0
Trump Nation,0
A royal wedding for the 21st century: Prince Harry weds Meghan Markle amid calls for social justice,0
Kim Kardashian Slams 'Liar' Caitlyn Jenner for Comments About Late Father Robert: 'She Is Not a Good Person',0
Celebrities React to Donald Trump’s CNN Body-Slam Tweet: ‘How the F— Are You a President’,0
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,0
Beyonce Is An 'ABSOLUTE DIVA' . . . She Invited EVERYONE To Her Mansion . . . And IGNORED ALL HER GUESTS!!!,0
"HollywoodLife Caught In Lies About Selena Gomez, Justin Bieber And The Met Gala",0
Brad Pitt Jennifer Aniston Secret Hideout Hills,0
Are Jennifer Aniston And Brad Pitt Reuniting On Jimmy Kimmel Live? on E! News,0
"Britney Spears mobbed by fans on first visit to Israel, cancels dinner with PM Benjamin Netanyahu- Entertainment News, Firstpost",0
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",0
Miranda Lambert and Anderson East Break Up: Report,0
Rachel Lindsay and Bryan Abasolo Are Waiting for a TV Wedding,0
Anna Wintour Net Worth,0
"Jennifer Aniston doesn't need your consolation, advice or Brad Pitt to validate her existence- Entertainment News, Firstpost",0
KUWK: Kourtney Is ‘Creeped Out’ By Scott Disick’s GF Sofia Richie Morphing Into Her – Feels Like He’s ‘Manipulating’ The Girl,0
Is Lindsay Lohan opening a second club in Greece?,0
Paris Jackson Secret Surgery,0
Alexandra Daddario Slams Rumors She’s Still Dating Zac Efron — What Happened?,0
Ryan Reynolds Responded to Rumors He and Blake Lively Are Splitting With a Mom Joke,0
‘My trousers are too tight!’ Prince William’s shock confession to Prince Harry,0
"Kristen Stewart opens up on dating Robert Pattinson and coming out as gay, says 'public was the enemy'",0
The Truth Behind Those Robert Pattinson And Emma Watson One Night Stand Rumors,0
Anna Faris Is 'Furious' After Finding Half-Naked Chris Pratt With a Costume Girl,0
Angelina Jolie About What Her Kids Will Read Online About Her ,0
Did Blac Chyna Give Custody Of Daughter Dream To Rob Kardashian? Report Claims Chyna Wants to Twerk Instead,0
Gwen Stefani Vs. Miranda Lambert — Which Of Blake Shelton’s Loves Has The Sexiest Looks?,0
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,0
"Caitlyn Jenner's Memoir Reportedly Lands Movie Adaptation, Rob Lowe May Play Her",0
Charlie Sheen slams accuser,0
Sofia Richie Paying Scott Disick ’ s Bills  Reports,0
Channing Tatum and Jenna Dewan Split After 9 Years of Marriage,0
Mila Kunis Has Banned Lea Michele Working With Ashton Kutcher  Report,0
Grammys 2018: Who's performing?,0
Rihanna: shocked by the secret child of Chris Brown!,0
Justin Bieber Lyrics Dis Ex Selena Gomez and The Weeknd,0
Anne Heche Wants Ellen DeGeneres Back?,0
Sexless Marriage! Kim Kardashian & Kanye West Back In Separate Beds,0
OWN Rearranges the Deck Chairs; Malia Obama's Redacted Spring Break,0
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,0
Kanye West Reportedly Refuses To Change Chicago’s Diapers & Kim Is Furious With Him,0
Jessica Simpson opens up about babies and marriage on The Tonight Show with Jay Leno,0
Meet the two men in Kaley Cuoco's life,0
"Jennifer Aniston Reveals Struggles With Dyslexia, Anger; Shrugs Off Oscar Snub",0
Celebrities react to President Trump's 'unhinged' press conference,0
An In-Depth Analysis of Jennifer Aniston's Body Language with Justin Theroux Versus Brad Pitt,0
Selena Gomez-Justin Bieber Dating History: The Many Ups and Downs of Jelena,0
Nicole Kidman,0
Leo DiCaprio teases first pic of him and Brad Pitt looking like retro honeys in their new film,0
Selena Gomez ‘jealous of Camila Cabello over Taylor Swift’,0
"Michael Strahan, Sara Haines Will Host ABC’s New ‘GMA’ Hour",0
Ethan Hawke Is on Angelina Jolie’s Christmas Card List,0
Plan B? Kim Kardashian Says She’s Begging Her Little Sister Khloe To Carry Her Third Baby,0
Hollywood's Expectant Moms: Inside Mindy Kaling's Private and Solo Journey to Baby,0
Ben Affleck enters rehab with Jennifer Garner's help,0
Bindi Irwin Does NOT Believe Chandler Powell Is Late Dad ’ s Reincarnation  Despite Late And Wrong Report,0
Kate Mara Laughs Off Report About Banning Rooney's Boyfriend Joaquin Phoenix from Wedding,0
"Kris Jenner Behind Kourtney Kardashian, Scott Disick, Sofia Richie Love Triangle?",0
Model Mom! Caitlyn Hits The Catwalk In Bold Career Move,0
Brad Pitt & Angelina Jolie Gave $8 Mil to Charity,0
Kris Jenner begs Kourtney Kardashian to take over the Kardashian empire,0
"Kylie Jenner's Pregnancy ""Has Been Hell"" — She's Never Been More Miserable (EXCLUSIVE)",0
Where Caitlyn Jenner Stands with Every Woman in the Kardashian Family,0
Hollywood Reacts to Matt Lauer’s Firing: ‘Don’t Let the Door Hit You on the Way Out’,0
Celebrities react to Donald Trump's State of the Union speech,0
Can a blind person see again through an eye surgery?,0
The Weeknd Announces Opening Acts For Fall Tour — Is Selena Gomez Joining Him?,0
Oops! Savannah Guthrie Apologizes After Accidentally Swearing on the Today Show,0
Britney Spears ‘Mortified’ About Leaked Sex Tape,0
Katie Holmes glows after confirming Jamie Foxx romance,0
The American Theatre Wing's Tony Awards®,0
The Real Reason Justin Bieber and Selena Gomez Didn't Spend Thanksgiving Together,0
Jennifer Aniston Plastic Surgery- Celebrity Cosmetic Surgeries,0
Jennifer Garner Is ‘Not Surprised’ Ben Affleck Is Dating a ‘Playboy’ Model,0
Miranda Lambert Sent Blake Shelton and Gwen Stefani Her Blessing Before Their Cringeworthy Run-In (EXCLUSIVE),0
Puppy Bowl 2018 Live Stream – Watch Online ,0
Khloe Kardashian Responds to O.J. Simpson Rumors: Is He Her Father?!,0
Brad Pitt Is Writing A Tell-All & THIS Is What's In It!,0
Watch Justin Bieber Awkwardly Explain His Selena Gomez Tattoo and Try Not to Cringe,0
The real reason Jennifer Aniston and Justin Theroux split,0
Angelina Jolie Gets ‘Aggressive’ With Major Makeover!,0
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,0
  Jamie Foxx Officially Dumped Officially Dumped Katie Holmes For Baby Mama ,0
How the Stars Celebrated Memorial Day Weekend,0
Ariana Grande leads support for victims of London terror attack,0
Duchess of Cambridge Ignores Kim Kardashian After Years of Begging,0
Nicole Kidman: All Her Stunning Looks on the Cannes Red Carpet | Cannes 2017,0
Chris Pratt Swearing Off Dating After Anna Faris: Wants To Drown Himself In Work & Fatherhood,0
How the celebrities celebrated New Year's Eve,0
Everything Miranda Lambert and Blake Shelton Have Said About Their Divorce,0
Are Amy Schumer and John Mayer Dating?,0
Category Dakota Johnson Dating Jon Hamm And Chris Martin,0
Taylor Swift Jealous Of Harry Styles ,0
When Are Sophie Turner & Joe Jonas Getting Married Because We're So Ready For Another 'Game Of Thrones' Wedding,0
"O.J. Simpson Not Getting Plastic Surgery After Prison Release, Despite Report",0
Jennifer Aniston 'knew it was a matter of time before ex-husband Brad Pitt split from Angelina Jolie',0
Brad Pitt vows a year of celibacy prompting heartbreak for women across the world,0
Photos of Meghan Markle's Gorgeous Wedding Ring,0
Katie Holmes ‘splits’ with Jamie Foxx and ‘calls off wedding’ months after revealing secret five-year romance,0
Taylor Swift: Calvin Harris enlists Katy Perry to take revenge on ex,0
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,0
"Angelina Jolie, 'Focused on Healing Her Family,' Splits with Lawyer in Brad Pitt Divorce",0
Kylie Jenner,0
The eight-hour diet Nicole Kidman swears by,0
How the Weeknd Helped Selena Gomez Recover from Her Kidney Transplant: ‘One of Her Biggest Supports' Says Source,0
"Robert Downey Jr. Did Not “Blow Whistle On Hollywood Pedophile Ring,” Despite Claim",0
Brad Pitt and Angelina Jolie divorce: Selena Gomez ‘shamelessly flirted’ with Ptt at Gold Globes,0
Travis Scott Is Starting to Doubt If He's Stormi's Dad Amid Tim Chung Paternity Rumors (EXCLUSIVE),0
Princess Eugenie Refusing To Accept Meghan Markle Into Royal Family ,0
"Kate Middleton age, children and net worth compared to Meghan Markle",0
Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),0
Celebrities React to Secretary of Education Betsy DeVos Not Knowing Anything About Education,0
J-Lo: 'No pressure' on A-Rod to propose,0
Jennifer Lawrence finally addressed the reports that she's dating Brad Pitt,0
Melissa Joan Hart: 'These Days I Find More Republicans In Hollywood',0
Katie Holmes,0
Jamie Foxx & Katie Holmes Flaunt Their 5-Year Romance With Cute Beach Romp,0
"Of course, the Oscars had plenty of political moments",0
Tiffany Haddish Role-Plays Her First Date with Brad Pitt,0
"Jay Z Sued -- I'm Your Son, Just Admit It ... Says Wannabe Rapper",0
Katy Perry Accidentally Let It Slip That She's Dating Orlando Bloom ... Again,0
Rihanna stokes pregnancy rumours at Grammys 2018 after party,0
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",0
Alec Baldwin Stepping Away From Twitter Following Criticism Over Weinstein Payoff Comments,0
Celebrities React: Nelsan Ellis Dead At 39,0
